city,region,storage_time,time_since_cooking,storage_condition,container_type,food_type,moisture_type,cooking_method,texture,smell,freshness_level
Raipur,Central,19.5,0.43,refrigerated,closed,Dairy,dry,boiled,moist,fermented,Fresh
Indore,Central,25.8,3.6,refrigerated,metal,Bakery,semi-wet,fried,soggy,fermented,Medium
Chandigarh,North,9.4,0.86,outside,metal,Bakery,semi-wet,baked,soft,slight,Medium
Indore,Central,17.9,1.53,outside,closed,Seafood,semi-wet,steamed,firm,slight,Medium
Shillong,NorthEast,7.2,2.12,refrigerated,metal,Bakery,wet,boiled,soft,strong,Medium
Shillong,NorthEast,25.0,2.77,refrigerated,plastic,Dairy,wet,steamed,dry,slight,Spoiled
Guwahati,NorthEast,9.2,5.24,outside,closed,Bakery,wet,fried,soft,sour,Spoiled
Nagpur,Central,0.0,0.45,outside,plastic,Non-Vegetarian,dry,boiled,moist,sour,Spoiled
Chennai,South,14.6,0.87,outside,metal,Dairy,dry,steamed,soft,neutral,Medium
Nagpur,Central,18.7,3.07,outside,plastic,Non-Vegetarian,semi-wet,baked,dry,sour,Spoiled
Bhopal,Central,7.7,0.38,refrigerated,plastic,Non-Vegetarian,wet,boiled,firm,strong,Fresh
Mumbai,West,13.1,1.45,refrigerated,closed,Vegetarian,dry,fried,firm,fermented,Medium
Chandigarh,North,10.2,1.77,outside,plastic,Seafood,wet,baked,soft,slight,Spoiled
Kochi,South,18.1,6.01,outside,closed,Seafood,wet,fried,firm,strong,Spoiled
Patna,East,4.5,3.14,outside,open,Bakery,wet,fried,soft,slight,Spoiled
Jaipur,North,25.9,0.28,outside,closed,Dairy,dry,baked,dry,sour,Spoiled
Patna,East,2.7,0.55,refrigerated,metal,Seafood,semi-wet,baked,soggy,slight,Fresh
Chennai,South,26.6,2.2,refrigerated,metal,Seafood,dry,baked,soggy,strong,Medium
Surat,West,15.6,5.64,outside,metal,Bakery,wet,baked,soggy,slight,Spoiled
Ahmedabad,West,17.3,3.47,outside,closed,Non-Vegetarian,semi-wet,fried,soft,slight,Medium
Kolkata,East,18.6,3.23,refrigerated,plastic,Seafood,wet,baked,soft,fermented,Spoiled
Indore,Central,5.2,0.49,outside,closed,Non-Vegetarian,dry,fried,moist,fermented,Medium
Nagpur,Central,18.9,3.25,outside,open,Dairy,wet,boiled,crispy,sour,Spoiled
Shillong,NorthEast,20.0,0.59,refrigerated,open,Seafood,semi-wet,baked,firm,fermented,Spoiled
Goa,West,29.0,0.23,outside,plastic,Seafood,wet,baked,dry,fermented,Spoiled
Raipur,Central,0.0,2.97,outside,closed,Vegetarian,dry,baked,soggy,neutral,Medium
Shillong,NorthEast,30.9,2.35,outside,open,Non-Vegetarian,wet,steamed,crispy,neutral,Spoiled
Nagpur,Central,26.3,0.52,refrigerated,metal,Non-Vegetarian,wet,boiled,soggy,slight,Medium
Kochi,South,29.6,6.19,refrigerated,metal,Dairy,semi-wet,steamed,dry,neutral,Medium
Guwahati,East,14.3,5.87,outside,metal,Vegetarian,wet,fried,dry,sour,Spoiled
Bhubaneswar,East,27.0,2.24,outside,closed,Dairy,semi-wet,steamed,dry,neutral,Spoiled
Indore,Central,5.1,2.02,outside,closed,Seafood,semi-wet,boiled,crispy,sour,Spoiled
Nagpur,Central,16.1,0.44,refrigerated,closed,Non-Vegetarian,semi-wet,baked,soggy,neutral,Fresh
Shillong,NorthEast,14.0,1.27,refrigerated,plastic,Vegetarian,dry,steamed,moist,slight,Medium
Guwahati,NorthEast,19.0,1.04,outside,closed,Vegetarian,wet,boiled,soggy,neutral,Spoiled
Ahmedabad,West,24.2,3.96,refrigerated,plastic,Dairy,wet,steamed,moist,slight,Spoiled
Shillong,NorthEast,13.2,4.59,outside,metal,Seafood,semi-wet,baked,moist,strong,Spoiled
Shillong,NorthEast,17.2,3.55,refrigerated,open,Seafood,dry,baked,moist,neutral,Medium
Delhi,North,0.0,0.5,refrigerated,metal,Vegetarian,dry,baked,crispy,fermented,Fresh
Kochi,South,13.3,2.7,outside,plastic,Seafood,wet,steamed,crispy,sour,Spoiled
Madurai,South,19.7,0.23,outside,open,Bakery,wet,boiled,crispy,strong,Spoiled
Guwahati,East,19.8,3.34,refrigerated,plastic,Seafood,wet,baked,crispy,sour,Spoiled
Mumbai,West,5.8,1.42,refrigerated,plastic,Bakery,dry,baked,soggy,sour,Medium
Hyderabad,South,0.3,1.01,outside,open,Seafood,semi-wet,boiled,crispy,fermented,Spoiled
Kochi,South,7.4,0.65,refrigerated,metal,Vegetarian,dry,fried,firm,neutral,Fresh
Goa,West,2.9,2.11,outside,metal,Seafood,wet,fried,soggy,strong,Spoiled
Chandigarh,North,18.8,7.38,refrigerated,closed,Dairy,semi-wet,baked,soft,neutral,Medium
Guwahati,NorthEast,14.6,4.88,refrigerated,metal,Seafood,wet,fried,crispy,slight,Fresh
Guwahati,East,22.7,4.77,outside,plastic,Seafood,wet,fried,soft,slight,Spoiled
Chennai,South,21.6,6.26,refrigerated,open,Non-Vegetarian,wet,steamed,firm,sour,Spoiled
Lucknow,North,15.1,10.43,refrigerated,metal,Seafood,wet,baked,soggy,slight,Medium
Guwahati,NorthEast,0.8,1.08,outside,metal,Bakery,semi-wet,baked,firm,fermented,Spoiled
Nagpur,Central,11.7,2.08,refrigerated,closed,Bakery,wet,steamed,soggy,slight,Medium
Mumbai,West,0.0,2.06,outside,open,Bakery,wet,steamed,crispy,strong,Spoiled
Srinagar,North,16.7,2.28,outside,metal,Non-Vegetarian,wet,baked,soft,neutral,Spoiled
Lucknow,North,0.0,3.72,outside,metal,Vegetarian,wet,baked,soggy,neutral,Medium
Guwahati,NorthEast,4.0,8.81,refrigerated,closed,Bakery,wet,baked,soft,neutral,Medium
Pune,South,0.0,0.23,outside,closed,Bakery,dry,boiled,crispy,sour,Medium
Raipur,Central,31.7,0.63,outside,metal,Bakery,wet,baked,crispy,strong,Spoiled
Nagpur,Central,11.3,9.66,refrigerated,closed,Dairy,semi-wet,fried,soggy,neutral,Fresh
Mumbai,West,18.7,2.13,refrigerated,plastic,Seafood,dry,fried,dry,fermented,Medium
Goa,West,13.6,0.78,refrigerated,plastic,Dairy,wet,steamed,dry,slight,Medium
Bengaluru,South,5.0,0.57,refrigerated,plastic,Bakery,semi-wet,steamed,soggy,neutral,Fresh
Kolkata,East,29.3,2.37,refrigerated,metal,Dairy,semi-wet,boiled,soft,strong,Medium
Nagpur,Central,12.2,1.93,outside,closed,Vegetarian,semi-wet,boiled,firm,sour,Spoiled
Mumbai,West,3.4,3.91,refrigerated,closed,Non-Vegetarian,semi-wet,baked,firm,sour,Medium
Nagpur,Central,7.7,1.33,outside,metal,Dairy,dry,steamed,soggy,strong,Medium
Bhopal,Central,16.6,1.96,refrigerated,closed,Dairy,wet,steamed,soft,slight,Fresh
Guwahati,NorthEast,24.6,2.08,outside,open,Vegetarian,semi-wet,baked,crispy,neutral,Spoiled
Goa,West,0.0,0.74,outside,metal,Non-Vegetarian,wet,fried,moist,neutral,Medium
Chennai,South,11.3,1.68,outside,metal,Dairy,dry,fried,moist,strong,Medium
Imphal,NorthEast,4.0,7.52,refrigerated,open,Bakery,wet,baked,soft,slight,Medium
Chandigarh,North,27.1,2.52,refrigerated,open,Seafood,wet,steamed,moist,strong,Spoiled
Imphal,NorthEast,4.4,1.18,refrigerated,closed,Non-Vegetarian,dry,baked,crispy,sour,Medium
Bhubaneswar,East,7.0,2.5,refrigerated,closed,Non-Vegetarian,dry,steamed,dry,fermented,Medium
Bhubaneswar,East,0.0,1.02,refrigerated,plastic,Non-Vegetarian,semi-wet,baked,crispy,slight,Fresh
Surat,West,15.7,3.58,outside,closed,Non-Vegetarian,wet,boiled,firm,neutral,Spoiled
Madurai,South,18.4,0.78,outside,closed,Seafood,semi-wet,boiled,firm,sour,Spoiled
Kochi,South,0.0,4.57,refrigerated,metal,Non-Vegetarian,semi-wet,baked,firm,neutral,Fresh
Bhubaneswar,East,10.1,0.95,refrigerated,plastic,Bakery,wet,fried,dry,fermented,Medium
Kolkata,East,21.6,2.73,outside,metal,Vegetarian,semi-wet,steamed,firm,strong,Spoiled
Bhubaneswar,East,23.8,6.4,refrigerated,plastic,Dairy,dry,boiled,soft,fermented,Spoiled
Guwahati,East,15.3,5.15,refrigerated,plastic,Seafood,dry,fried,crispy,slight,Medium
Imphal,NorthEast,7.5,0.85,refrigerated,closed,Bakery,semi-wet,boiled,soggy,neutral,Fresh
Kochi,South,20.0,1.4,refrigerated,open,Non-Vegetarian,dry,steamed,soft,slight,Fresh
Patna,East,13.0,5.99,outside,closed,Dairy,dry,fried,soggy,sour,Spoiled
Indore,Central,20.7,5.5,outside,open,Vegetarian,semi-wet,fried,firm,neutral,Spoiled
Jaipur,North,8.0,1.72,outside,metal,Bakery,dry,fried,firm,sour,Medium
Ahmedabad,West,22.4,3.34,outside,closed,Vegetarian,wet,baked,moist,strong,Spoiled
Guwahati,NorthEast,23.5,1.72,outside,metal,Bakery,wet,steamed,moist,strong,Spoiled
Indore,Central,0.0,2.08,refrigerated,open,Bakery,dry,fried,firm,strong,Fresh
Kolkata,East,20.9,2.78,outside,metal,Non-Vegetarian,semi-wet,fried,soft,slight,Spoiled
Ahmedabad,West,0.0,1.2,outside,plastic,Non-Vegetarian,wet,baked,firm,strong,Spoiled
Chandigarh,North,3.1,6.52,outside,open,Dairy,wet,steamed,moist,neutral,Spoiled
Pune,South,20.0,1.54,refrigerated,closed,Vegetarian,wet,baked,crispy,sour,Medium
Bhopal,Central,22.1,2.61,outside,metal,Dairy,semi-wet,boiled,firm,strong,Spoiled
Chennai,South,0.0,1.8,outside,metal,Bakery,semi-wet,steamed,firm,slight,Medium
Chennai,South,10.2,1.28,outside,metal,Bakery,dry,fried,soft,neutral,Medium
Kolkata,East,12.8,2.28,refrigerated,metal,Non-Vegetarian,semi-wet,steamed,crispy,slight,Medium
Kolkata,East,7.7,1.49,outside,metal,Bakery,semi-wet,boiled,crispy,fermented,Spoiled
Nagpur,Central,14.3,2.23,refrigerated,plastic,Vegetarian,dry,baked,soft,sour,Spoiled
Madurai,South,5.6,0.27,refrigerated,open,Non-Vegetarian,semi-wet,boiled,moist,fermented,Medium
Imphal,NorthEast,0.0,3.34,outside,metal,Non-Vegetarian,semi-wet,boiled,dry,strong,Spoiled
Surat,West,16.6,0.01,refrigerated,plastic,Seafood,wet,fried,dry,fermented,Medium
Guwahati,NorthEast,3.6,3.81,refrigerated,open,Bakery,semi-wet,baked,firm,fermented,Spoiled
Goa,West,14.9,1.66,outside,metal,Non-Vegetarian,dry,baked,firm,neutral,Medium
Bhopal,Central,26.2,5.47,refrigerated,closed,Dairy,dry,boiled,crispy,sour,Spoiled
Bhopal,Central,3.9,0.17,outside,plastic,Non-Vegetarian,wet,steamed,moist,strong,Spoiled
Imphal,NorthEast,23.3,2.8,refrigerated,open,Vegetarian,dry,steamed,crispy,fermented,Spoiled
Mumbai,West,4.7,3.98,outside,plastic,Bakery,dry,boiled,firm,slight,Spoiled
Surat,West,13.6,2.23,refrigerated,plastic,Dairy,dry,boiled,moist,sour,Spoiled
Patna,East,6.6,3.42,outside,metal,Dairy,wet,boiled,dry,neutral,Spoiled
Guwahati,East,0.0,1.7,outside,open,Vegetarian,semi-wet,fried,firm,fermented,Spoiled
Bengaluru,South,0.0,1.04,refrigerated,plastic,Bakery,semi-wet,baked,soft,strong,Fresh
Indore,Central,34.1,3.5,outside,closed,Seafood,dry,baked,moist,fermented,Spoiled
Bhopal,Central,6.8,2.15,refrigerated,metal,Vegetarian,wet,steamed,crispy,strong,Medium
Mumbai,West,6.8,0.43,outside,metal,Non-Vegetarian,dry,fried,crispy,slight,Fresh
Chandigarh,North,3.6,3.53,refrigerated,open,Dairy,wet,steamed,moist,slight,Medium
Imphal,NorthEast,6.7,6.71,outside,closed,Bakery,semi-wet,steamed,firm,sour,Spoiled
Raipur,Central,26.7,0.92,outside,metal,Vegetarian,semi-wet,steamed,soft,fermented,Spoiled
Ahmedabad,West,8.6,0.01,outside,metal,Bakery,wet,boiled,firm,fermented,Spoiled
Bhopal,Central,20.6,3.98,outside,open,Non-Vegetarian,dry,fried,moist,strong,Spoiled
Bhopal,Central,7.9,1.11,refrigerated,open,Vegetarian,semi-wet,boiled,soft,fermented,Medium
Guwahati,NorthEast,19.1,0.87,outside,metal,Dairy,dry,fried,moist,strong,Medium
Jaipur,North,13.7,3.02,refrigerated,open,Non-Vegetarian,wet,baked,dry,sour,Spoiled
Pune,South,11.0,0.63,outside,plastic,Vegetarian,semi-wet,fried,soft,fermented,Spoiled
Madurai,South,5.3,4.19,outside,plastic,Bakery,semi-wet,baked,soft,fermented,Spoiled
Guwahati,NorthEast,0.0,2.44,outside,metal,Seafood,dry,fried,crispy,strong,Medium
Indore,Central,13.3,2.76,outside,open,Dairy,wet,baked,moist,slight,Spoiled
Shillong,NorthEast,16.2,3.51,outside,plastic,Bakery,dry,steamed,firm,sour,Spoiled
Raipur,Central,10.2,1.01,outside,closed,Non-Vegetarian,wet,boiled,moist,fermented,Spoiled
Delhi,North,6.5,0.49,refrigerated,plastic,Non-Vegetarian,semi-wet,fried,soft,slight,Fresh
Nagpur,Central,0.6,0.33,outside,metal,Vegetarian,wet,baked,firm,sour,Medium
Srinagar,North,17.9,2.52,refrigerated,metal,Vegetarian,semi-wet,boiled,soft,strong,Medium
Nagpur,Central,19.9,1.38,refrigerated,closed,Non-Vegetarian,dry,fried,soft,sour,Medium
Srinagar,North,9.6,0.09,outside,open,Seafood,dry,boiled,dry,sour,Spoiled
Nagpur,Central,8.7,4.96,refrigerated,metal,Bakery,wet,fried,firm,slight,Fresh
Nagpur,Central,16.3,3.11,refrigerated,open,Dairy,wet,fried,soggy,slight,Medium
Imphal,NorthEast,12.2,1.11,refrigerated,open,Vegetarian,dry,baked,dry,slight,Fresh
Chandigarh,North,8.1,0.39,refrigerated,closed,Vegetarian,dry,baked,crispy,slight,Fresh
Bhubaneswar,East,14.9,6.02,refrigerated,metal,Non-Vegetarian,semi-wet,boiled,soggy,strong,Medium
Goa,West,20.6,4.16,refrigerated,closed,Dairy,semi-wet,boiled,firm,strong,Medium
Nagpur,Central,0.0,1.11,refrigerated,plastic,Seafood,dry,steamed,soft,sour,Medium
Nagpur,Central,40.0,2.27,refrigerated,plastic,Vegetarian,semi-wet,baked,soggy,fermented,Spoiled
Guwahati,NorthEast,9.2,5.29,refrigerated,open,Non-Vegetarian,wet,fried,crispy,strong,Medium
Guwahati,East,23.0,1.51,refrigerated,open,Non-Vegetarian,semi-wet,baked,moist,sour,Medium
Guwahati,NorthEast,12.3,2.64,refrigerated,metal,Bakery,wet,fried,dry,fermented,Medium
Guwahati,NorthEast,3.7,4.25,refrigerated,closed,Vegetarian,wet,fried,crispy,strong,Medium
Hyderabad,South,0.0,1.66,outside,plastic,Non-Vegetarian,semi-wet,steamed,moist,slight,Medium
Mumbai,West,23.3,5.29,outside,closed,Bakery,wet,fried,crispy,sour,Spoiled
Kolkata,East,18.2,3.53,refrigerated,metal,Non-Vegetarian,wet,fried,soggy,slight,Medium
Bhubaneswar,East,12.8,2.59,outside,metal,Non-Vegetarian,wet,steamed,dry,strong,Spoiled
Patna,East,13.8,0.09,refrigerated,plastic,Seafood,semi-wet,steamed,crispy,neutral,Fresh
Pune,South,20.2,1.9,refrigerated,closed,Non-Vegetarian,dry,steamed,firm,slight,Fresh
Guwahati,East,17.6,1.77,outside,plastic,Dairy,dry,fried,dry,slight,Medium
Bhubaneswar,East,0.6,0.98,refrigerated,metal,Seafood,wet,baked,soggy,strong,Fresh
Guwahati,NorthEast,8.4,4.84,refrigerated,closed,Non-Vegetarian,semi-wet,fried,soggy,strong,Medium
Nagpur,Central,20.8,1.66,refrigerated,open,Vegetarian,semi-wet,steamed,dry,sour,Spoiled
Imphal,NorthEast,21.2,2.21,refrigerated,plastic,Seafood,dry,baked,soggy,fermented,Spoiled
Guwahati,East,0.0,4.93,refrigerated,metal,Bakery,semi-wet,baked,soft,slight,Fresh
Srinagar,North,1.1,3.96,refrigerated,plastic,Bakery,semi-wet,steamed,firm,slight,Fresh
Lucknow,North,12.7,2.04,refrigerated,plastic,Seafood,wet,steamed,crispy,sour,Spoiled
Bengaluru,South,0.0,2.35,outside,metal,Bakery,wet,baked,moist,strong,Spoiled
Shillong,NorthEast,0.0,0.64,refrigerated,closed,Non-Vegetarian,semi-wet,baked,dry,neutral,Fresh
Goa,West,19.9,2.75,refrigerated,metal,Vegetarian,dry,boiled,dry,slight,Fresh
Ahmedabad,West,8.7,3.34,outside,metal,Non-Vegetarian,semi-wet,baked,dry,strong,Spoiled
Chennai,South,0.0,0.35,refrigerated,open,Bakery,semi-wet,baked,dry,fermented,Fresh
Chandigarh,North,20.6,3.75,refrigerated,open,Bakery,wet,steamed,dry,strong,Spoiled
Guwahati,NorthEast,15.7,3.12,refrigerated,plastic,Vegetarian,dry,baked,soggy,neutral,Medium
Chandigarh,North,17.6,3.56,refrigerated,closed,Vegetarian,dry,boiled,crispy,neutral,Fresh
Madurai,South,20.8,1.12,refrigerated,open,Non-Vegetarian,wet,fried,dry,fermented,Medium
Bhopal,Central,12.0,1.72,outside,plastic,Vegetarian,semi-wet,boiled,firm,fermented,Spoiled
Guwahati,NorthEast,12.7,3.45,refrigerated,plastic,Seafood,wet,boiled,soft,sour,Spoiled
Ahmedabad,West,9.2,5.97,refrigerated,metal,Seafood,wet,baked,moist,sour,Spoiled
Bhubaneswar,East,10.9,2.36,outside,open,Dairy,semi-wet,fried,moist,neutral,Spoiled
Bengaluru,South,15.6,1.85,outside,plastic,Non-Vegetarian,dry,boiled,crispy,slight,Spoiled
Imphal,NorthEast,15.5,2.18,outside,closed,Dairy,semi-wet,steamed,crispy,sour,Spoiled
Kolkata,East,28.1,2.91,refrigerated,closed,Vegetarian,semi-wet,steamed,soggy,neutral,Medium
Mumbai,West,3.9,2.53,outside,open,Dairy,wet,steamed,soggy,fermented,Spoiled
Jaipur,North,9.5,2.29,refrigerated,closed,Non-Vegetarian,semi-wet,baked,dry,strong,Medium
Surat,West,6.9,1.59,refrigerated,plastic,Dairy,semi-wet,steamed,dry,slight,Fresh
Raipur,Central,15.0,2.16,refrigerated,plastic,Seafood,wet,steamed,crispy,fermented,Spoiled
Jaipur,North,12.2,6.34,outside,closed,Bakery,dry,steamed,soft,neutral,Spoiled
Srinagar,North,18.4,0.63,outside,metal,Dairy,semi-wet,baked,dry,neutral,Medium
Bhopal,Central,0.0,1.91,outside,closed,Seafood,semi-wet,baked,firm,fermented,Spoiled
Kolkata,East,22.1,1.93,refrigerated,metal,Non-Vegetarian,wet,steamed,dry,neutral,Fresh
Srinagar,North,7.1,0.07,outside,plastic,Seafood,dry,baked,soggy,fermented,Spoiled
Surat,West,5.6,1.8,outside,open,Dairy,wet,baked,firm,sour,Spoiled
Nagpur,Central,8.7,5.05,outside,closed,Seafood,semi-wet,steamed,soft,slight,Spoiled
Goa,West,17.2,0.96,refrigerated,metal,Bakery,dry,boiled,soggy,sour,Medium
Chennai,South,27.5,4.18,refrigerated,open,Dairy,semi-wet,steamed,soft,neutral,Medium
Guwahati,East,16.0,0.16,refrigerated,plastic,Bakery,wet,steamed,moist,fermented,Spoiled
Chandigarh,North,10.5,3.41,refrigerated,closed,Non-Vegetarian,dry,boiled,soggy,slight,Fresh
Surat,West,10.5,0.6,refrigerated,metal,Bakery,semi-wet,boiled,soggy,sour,Medium
Guwahati,East,20.0,1.71,outside,metal,Vegetarian,wet,baked,moist,slight,Spoiled
Shillong,NorthEast,18.2,0.32,refrigerated,closed,Dairy,dry,steamed,crispy,strong,Fresh
Bengaluru,South,31.6,3.27,outside,open,Dairy,wet,baked,soggy,sour,Spoiled
Madurai,South,3.5,1.21,outside,open,Vegetarian,wet,boiled,soft,slight,Spoiled
Bhubaneswar,East,0.0,1.19,outside,closed,Non-Vegetarian,semi-wet,baked,dry,sour,Spoiled
Goa,West,6.6,2.97,refrigerated,open,Dairy,dry,boiled,dry,slight,Fresh
Bhubaneswar,East,7.4,0.99,refrigerated,plastic,Seafood,dry,baked,firm,fermented,Medium
Imphal,NorthEast,13.7,0.42,outside,metal,Dairy,dry,boiled,soggy,slight,Medium
Shillong,NorthEast,19.2,1.67,outside,plastic,Dairy,dry,fried,firm,strong,Spoiled
Hyderabad,South,0.1,3.88,refrigerated,closed,Vegetarian,dry,steamed,soft,fermented,Medium
Guwahati,East,12.0,1.08,outside,metal,Seafood,semi-wet,baked,dry,fermented,Spoiled
Pune,South,6.0,4.86,outside,open,Vegetarian,dry,steamed,crispy,fermented,Spoiled
Mumbai,West,5.2,4.44,outside,metal,Seafood,semi-wet,boiled,dry,strong,Spoiled
Imphal,NorthEast,13.0,1.05,refrigerated,metal,Non-Vegetarian,dry,baked,soft,slight,Fresh
Madurai,South,0.0,5.23,outside,open,Bakery,dry,boiled,soggy,sour,Spoiled
Mumbai,West,17.7,1.47,refrigerated,plastic,Bakery,wet,boiled,firm,fermented,Spoiled
Chandigarh,North,5.7,2.12,refrigerated,open,Dairy,semi-wet,boiled,crispy,fermented,Medium
Jaipur,North,11.1,1.82,outside,closed,Vegetarian,semi-wet,boiled,moist,fermented,Spoiled
Lucknow,North,4.6,4.05,refrigerated,closed,Non-Vegetarian,dry,boiled,firm,sour,Medium
Patna,East,1.4,2.18,refrigerated,metal,Seafood,semi-wet,fried,moist,fermented,Medium
Nagpur,Central,0.0,4.34,outside,open,Seafood,wet,baked,dry,slight,Spoiled
Srinagar,North,18.6,4.9,outside,plastic,Bakery,semi-wet,fried,soft,strong,Spoiled
Goa,West,0.3,3.71,refrigerated,plastic,Bakery,wet,baked,soft,neutral,Fresh
Jaipur,North,22.3,3.74,refrigerated,open,Vegetarian,dry,baked,moist,sour,Spoiled
Jaipur,North,5.3,1.68,refrigerated,metal,Seafood,dry,fried,crispy,slight,Fresh
Guwahati,NorthEast,5.8,0.76,outside,plastic,Dairy,semi-wet,steamed,moist,fermented,Spoiled
Mumbai,West,31.5,0.91,refrigerated,open,Non-Vegetarian,semi-wet,boiled,soggy,slight,Medium
Surat,West,11.2,1.25,outside,closed,Dairy,wet,boiled,soggy,neutral,Spoiled
Surat,West,31.3,1.25,outside,plastic,Bakery,dry,baked,dry,fermented,Spoiled
Patna,East,4.5,1.22,outside,plastic,Dairy,wet,steamed,soggy,neutral,Spoiled
Imphal,NorthEast,12.8,4.1,refrigerated,plastic,Seafood,semi-wet,baked,dry,sour,Spoiled
Shillong,NorthEast,6.1,0.31,refrigerated,closed,Vegetarian,dry,boiled,moist,sour,Fresh
Raipur,Central,12.8,2.9,outside,closed,Vegetarian,wet,boiled,crispy,strong,Spoiled
Bhopal,Central,1.3,0.69,outside,open,Seafood,dry,fried,crispy,neutral,Medium
Patna,East,0.0,1.77,refrigerated,closed,Vegetarian,dry,fried,dry,neutral,Fresh
Goa,West,16.0,0.74,refrigerated,plastic,Seafood,dry,baked,crispy,slight,Fresh
Chandigarh,North,10.4,6.73,refrigerated,closed,Dairy,wet,baked,crispy,slight,Medium
Bengaluru,South,14.6,0.73,refrigerated,open,Vegetarian,wet,fried,soggy,slight,Medium
Ahmedabad,West,34.0,3.57,outside,metal,Non-Vegetarian,semi-wet,baked,dry,neutral,Spoiled
Shillong,NorthEast,7.7,0.92,outside,plastic,Dairy,wet,steamed,soggy,slight,Spoiled
Hyderabad,South,20.8,0.49,refrigerated,metal,Bakery,wet,steamed,crispy,slight,Fresh
Guwahati,NorthEast,16.2,0.22,refrigerated,metal,Dairy,semi-wet,steamed,dry,neutral,Fresh
Delhi,North,21.1,2.09,refrigerated,metal,Non-Vegetarian,semi-wet,steamed,moist,fermented,Medium
Shillong,NorthEast,21.5,4.22,refrigerated,plastic,Non-Vegetarian,dry,baked,crispy,sour,Spoiled
Delhi,North,3.7,4.68,outside,plastic,Bakery,semi-wet,baked,dry,fermented,Spoiled
Patna,East,1.0,2.32,refrigerated,open,Bakery,semi-wet,baked,dry,neutral,Fresh
Guwahati,NorthEast,7.7,2.83,refrigerated,metal,Bakery,dry,steamed,crispy,neutral,Fresh
Ahmedabad,West,0.0,5.33,refrigerated,open,Seafood,wet,baked,crispy,slight,Fresh
Srinagar,North,0.0,0.59,refrigerated,plastic,Dairy,dry,baked,soggy,fermented,Medium
Imphal,NorthEast,4.9,0.08,refrigerated,metal,Dairy,wet,baked,crispy,fermented,Fresh
Guwahati,NorthEast,8.6,1.71,refrigerated,closed,Vegetarian,dry,fried,moist,fermented,Medium
Kolkata,East,13.7,0.19,outside,plastic,Bakery,semi-wet,fried,soggy,neutral,Medium
Lucknow,North,11.8,3.48,outside,metal,Vegetarian,dry,boiled,dry,slight,Spoiled
Chandigarh,North,10.9,2.63,refrigerated,plastic,Vegetarian,semi-wet,boiled,crispy,sour,Spoiled
Ahmedabad,West,12.2,1.98,outside,open,Dairy,dry,steamed,dry,fermented,Spoiled
Surat,West,13.7,1.7,refrigerated,metal,Bakery,wet,boiled,dry,neutral,Fresh
Raipur,Central,19.8,4.92,outside,open,Non-Vegetarian,wet,baked,firm,fermented,Spoiled
Jaipur,North,33.0,4.5,outside,metal,Seafood,semi-wet,boiled,dry,strong,Spoiled
Chandigarh,North,15.9,3.15,refrigerated,metal,Bakery,wet,steamed,crispy,sour,Spoiled
Imphal,NorthEast,9.0,3.86,refrigerated,plastic,Bakery,wet,fried,crispy,neutral,Medium
Delhi,North,13.0,1.72,outside,metal,Vegetarian,wet,fried,dry,neutral,Medium
Guwahati,East,18.8,4.04,refrigerated,metal,Non-Vegetarian,wet,fried,soggy,neutral,Medium
Shillong,NorthEast,10.5,0.15,outside,open,Dairy,semi-wet,boiled,crispy,neutral,Medium
Madurai,South,0.0,0.59,refrigerated,open,Bakery,dry,boiled,moist,fermented,Medium
Hyderabad,South,9.0,7.75,outside,open,Vegetarian,wet,baked,moist,fermented,Spoiled
Kolkata,East,20.7,4.51,refrigerated,open,Dairy,wet,boiled,crispy,fermented,Spoiled
Surat,West,25.2,1.73,refrigerated,closed,Non-Vegetarian,dry,boiled,moist,sour,Medium
